ms,value
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
19,0
26,0
32,0
38,0
44,0
50,0
56,0
62,0
69,0
75,0
81,0
88,0
94,0
100,0
107,0
115,0
122,0
129,0
136,0
143,0
152,0
159,0
166,0
173,0
180,0
187,0
195,0
202,0
209,0
216,0
224,0
231,0
239,0
246,0
253,0
260,0
267,0
274,0
282,0
290,0
297,0
304,0
311,0
318,0
326,0
333,0
340,0
347,0
355,0
362,0
370,0
377,0
384,0
391,0
398,0
405,0
413,0
421,0
428,0
435,0
442,0
449,0
457,0
464,0
471,0
478,0
486,0
494,0
501,0
508,0
515,0
522,0
529,0
537,0
544,0
552,0
559,0
566,0
573,0
581,0
588,0
595,0
602,0
609,0
617,0
625,0
632,0
639,0
646,0
653,0
660,0
668,0
675,0
682,0
690,0
697,0
704,0
712,0
719,0
726,0
733,0
740,0
747,0
756,0
763,0
770,0
777,0
784,0
792,0
799,0
806,0
813,0
821,0
828,0
836,0
843,0
850,0
857,0
864,0
871,0
879,0
887,0
894,0
901,0
908,0
915,0
923,0
930,0
937,0
944,0
952,0
959,0
967,0
974,0
981,0
988,0
995,0
1002,0
1011,0
1020,0
1028,0
1036,0
1044,0
1053,0
1061,0
1069,0
1077,0
1086,0
1095,0
1103,0
1111,0
1119,0
1127,0
1136,0
1144,0
1153,0
1161,0
1169,0
1178,0
1186,0
1194,0
1202,0
1210,0
1220,0
1228,0
1236,0
1244,0
1252,0
1260,0
1269,0
1277,0
1286,0
1294,0
1302,0
1311,0
1319,0
1327,0
1335,0
1343,0
1353,0
1361,0
1369,0
1377,0
1385,0
1394,0
1402,0
1410,0
1419,0
1427,0
1436,0
1444,0
1452,0
1460,0
1468,0
1477,0
1486,0
1494,0
1502,0
1510,0
1519,0
1527,0
1535,0
1543,0
1552,0
1561,0
1569,0
1577,0
1585,0
1593,0
1601,0
1610,0
1619,0
1627,0
1635,0
1643,0
1652,0
1660,0
1668,0
1676,0
1685,0
1694,0
1702,0
1710,0
1718,0
1726,0
1735,0
1743,0
1752,0
1760,0
1768,0
1777,0
1785,0
1793,0
1801,0
1809,0
1819,0
1827,0
1835,0
1843,0
1851,0
1860,0
1868,0
1876,0
1885,0
1893,0
1902,0
1910,0
1918,0
1926,0
1934,0
1942,0
1952,0
1960,0
1968,0
1976,0
1984,0
1993,0
2001,0
2009,0
2018,0
2026,0
2035,0
2043,0
2051,0
2059,0
2067,0
2076,0
2085,0
2093,0
2101,0
2109,0
2118,0
2126,0
2134,0
2142,0
2151,0
2160,0
2168,0
2176,0
2184,0
2192,0
2201,0
2209,0
2218,0
2226,0
2234,0
2243,0
2251,0
2259,0
2267,0
2275,0
2284,0
2293,0
2301,0
2309,0
2317,0
2325,0
2334,0
2342,0
2351,0
2359,0
2367,0
2376,0
2384,0
2392,0
2400,0
2408,0
2418,0
2426,0
2434,0
2442,0
2450,0
2459,0
2467,0
2475,0
2484,0
2492,0
2501,0
2509,0
2517,0
2525,0
2533,0
2542,0
2551,0
2559,0
2567,0
2575,0
2584,0
2592,0
2600,0
2608,0
2617,0
2625,0
2634,0
2642,0
2650,0
2658,0
2666,0
2675,0
2684,0
2692,0
2700,0
2708,0
2717,0
2725,0
2733,0
2741,0
2750,0
2759,0
2767,0
2775,0
2783,0
2791,0
2800,0
2808,0
2817,0
2825,0
2833,0
2842,0
2850,0
2858,0
2866,0
2874,0
2884,0
2892,0
2900,0
2908,0
2916,0
2924,0
2933,0
2941,0
2950,0
2958,0
2966,0
2975,0
2983,0
2991,0
2999,0
3007,0
3017,0
3025,0
3033,0
3041,0
3049,0
3058,0
3066,0
3074,0
3083,0
3091,0
3100,0
3108,0
3116,0
3124,0
3132,0
3141,0
3150,0
3158,0
3166,0
3174,0
3183,0
3191,0
3199,0
3207,0
3216,0
3225,0
3233,0
3241,0
3249,0
3257,0
3265,0
3274,0
3283,0
3291,0
3299,0
3307,0
3316,0
3324,0
3332,0
3340,0
3349,0
3358,0
3366,0
3374,0
3382,0
3390,0
3399,0
3407,0
3416,0
3424,0
3432,0
3441,0
3449,0
3457,0
3465,0
3473,0
3483,0
3491,0
3499,0
3507,0
3515,0
3524,0
3532,0
